SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.","The word “poison” and, when appropriate, the skull and crossbones symbol shall appear on the label of a hazardous substance as follows: (i)",obligations,symbol shall appear
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.","If a hazardous substance is “highly toxic,” as defined in § 1500.3(c)(i) and section 2(h)(1) of the FHSA, the label must bear the word “poison” in accordance with section 2(p)(1)(H) of the Act, in addition to the signal word “DANGER,” and must also bear the skull and crossbones symbol.",obligations,label must bear
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.","To satisfy the requirement that cautionary labeling statements under the Act be conspicuous and legible, such statements shall conform to the following requirements: (1) Area of principal display panel.",obligations,statements shall conform
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.","The size of cautionary labeling shall be reasonably related to the type size of any other printing appearing on the same panel, but in any case must meet the minimum size requirements in table 1.",obligations,case must meet
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.","Unless otherwise specified in the regulations (examples appear at §§ 1500.14(b)(6), 1512.19, 1508.9, and part 1505), the type size of all cautionary statements appearing on any display panel shall comply with the specifications in table 1 when the area of the display panel is measured by the method in paragraph (c)(1) above: (iii) If all of the required cautionary labeling does not appear on the principal display panel, the statement to “Read carefully other cautions on the ___",obligations,panel shall comply
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.","All statements of principal hazard or hazards on a label shall appear in the same size and style of type, and shall appear in the same color or have the same degree of boldness.",obligations,label shall appear
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.",The signal word and statement of principal hazard or hazards shall appear in capital letters.,obligations,hazards shall appear
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.","To satisfy the requirement that cautionary labeling statements appear in conspicuous and legible type which is in contrast by typography, layout, or color with the other printed matter on the label, such statements shall conform to the following requirements: (1) Color.",obligations,statements shall conform
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.","Examples of combinations of colors which may not satisfy the requirement for sharp contrast are: black letters on a dark blue or dark green background, dark red letters on a light red background, light red letters on a reflective silver background, and white letters on a light gray or tan background.",dispensations,which may not satisfy
§ 1500.121   ,"Labeling requirements; prominence, placement, and conspicuousness.","The placement and conspicuousness of these statements shall conform to the provisions of paragraphs (b), (c), and (d) of this section.",obligations,statements shall conform
§ 1500.125   ,Labeling requirements for accompanying literature.,"When any accompanying literature includes or bears any directions for use (by printed word, picture, design, or combination thereof), such placard, pamphlet, booklet, book, sign, or other graphic or visual device shall bear all the information required by section 2(p) of the act (repeated in § 1500.3(b)(14)).",obligations,device shall bear
§ 1500.126   ,Substances determined to be “special hazards.”,"Such order shall specify a date that is not less than 90 days after the order is published (unless emergency conditions stated in the order specify an earlier date) after which any such hazardous substance intended, or packaged in a form suitable, for use in the household or by children that fails to bear a label in accordance with such order shall be deemed to be a misbranded hazardous substance.",obligations,order shall specify
§ 1500.127   ,Substances with multiple hazards.,"(a) Any article that presents more than one type of hazard (for example, if the article is both toxic and flammable) must be labeled with: An affirmative statement of each such hazard; the precautionary measures describing the action to be followed or avoided for each such hazard; instructions, when necessary or appropriate, for first-aid treatment of persons suffering from the ill effects that may result from each such hazard; instructions for handling and storage of articles that require special care in handling and storage because of more than one type of hazard presented by the article; and the common or usual name (or the chemical name if there is no common or usual name) for each hazardous component present in the article.",permissions,that may result
§ 1500.130   ,Self-pressurized containers: labeling.,The balance of the cautionary statements may appear together on another panel if the front panel also bears a statement such as “Read carefully other cautions on _____ panel.”,permissions,statements may appear
§ 1500.133   ,Extremely flammable contact adhesives; labeling.,The balance of the cautionary information may appear together on another panel provided the front panel bears a statement such as “Read carefully other cautions on ___,permissions,information may appear
§ 1500.134   ,Policy on first aid labeling for saline emesis.,"This is because the use of salt to induce vomiting can cause severe hypernatremia (salt poisoning) with potentially toxic effects, particularly in children 5 years old or younger, the age group most often involved in accidental poisonings.",permissions,vomiting can cause
§ 1500.134   ,Policy on first aid labeling for saline emesis.,"Where appropriate, the label may include directions (1) that the victim immediately contact a doctor or poison control center and/or (2) that vomiting be induced using methods other than salt.",permissions,label may include
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,(i) No identified bias that can account for the observed association has been found on evaluation of the evidence.,permissions,that can account
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,(ii) All possible confounding factors which could account for the observed association can be ruled out with reasonable confidence.,permissions,which could account
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,(i) “Sufficient evidence” from human studies for a causal association between human exposure and the subsequent occurrence of developmental or reproductive toxicity is considered to exist if the studies meet the following criteria: (A) No identified bias that can account for the observed association has been found on evaluation of the evidence.,permissions,that can account
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,(B) All possible confounding factors which could account for the observed association can be ruled out with reasonable confidence.,permissions,which could account
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,The Commission believes that data from well planned animal studies are important to consider even though they may provide only limited evidence of developmental toxicity.,permissions,they may provide
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,"Under the FHSA, for a toxic substance to be considered hazardous, it must not only have the potential to be hazardous but there must also be the potential that persons are exposed to the substance, that the substance can enter the body, and that there is a significant risk of an adverse health effect associated with the customary handling and use of the substance.",permissions,substance can enter
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,An exposure assessment may comprise a single exposure scenario or a distribution of exposures.,permissions,assessment may comprise
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,"Mass balance models should consider the source strength of the product of interest, housing characteristics, and ambient conditions likely to be encountered by the studied population.",obligations,models should consider
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,Oral ingestion studies may involve direct monitoring of sources of chemicals as well as laboratory simulations.,permissions,studies may involve
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,The mechanical action to which a product is submitted must be chosen to represent some range of realistic conditions to which a human may subject the product.,permissions,human may subject
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,"This may involve experiments measuring the amount of material leached from a product contacting a liquid layer which interfaces with the skin, or the amount of substance which migrates from a product (in solid or liquid form) which is in contact with the skin.",permissions,This may involve
§ 1500.135   ,Summary of guidelines for determining chronic toxicity.,"(i) Generally, the study leading to the highest risk should be used in the risk assessment; however, other factors may influence the choice of study.",permissions,factors may influence
§ 1500.212   ,Definition of guaranty; suggested forms.,"The application of a guaranty or undertaking referred to in section 5(b)(2) of the act to any shipment or other delivery of an article shall expire when such article, after shipment or delivery by the person who gave such guaranty or undertaking, becomes misbranded within the meaning of the act.",obligations,article shall expire
§ 1500.230   ,Guidance for lead (Pb) in consumer products.,Companies should read that Act and the accompanying regulations in this part for more detailed information.,obligations,Companies should read
§ 1500.230   ,Guidance for lead (Pb) in consumer products.,"Because lead accumulates in the body, even exposures to small amounts of lead can contribute to the overall level of lead in the blood and to the subsequent risk of adverse health effects.",permissions,lead can contribute
§ 1500.230   ,Guidance for lead (Pb) in consumer products.,"However, to avoid the possibility of a Commission enforcement action, a manufacturer who believes it necessary to use lead in a consumer product should perform the requisite analysis before distribution to determine whether the exposure to lead causes the product to be a “hazardous substance.”",obligations,product should perform
§ 1500.231   ,Guidance for hazardous liquid chemicals in children's products.,Companies should read that Act and the accompanying regulations in this part for more detailed information.,obligations,Companies should read
§ 1500.231   ,Guidance for hazardous liquid chemicals in children's products.,"During reasonably foreseeable handling or use of liquid-filled children's products, hazardous chemicals may become accessible to young children in a manner that places children at risk.",permissions,chemicals may become
§ 1500.231   ,Guidance for hazardous liquid chemicals in children's products.,"(1) Under the Federal Hazardous Substances Act (FHSA), products that are toxic or irritants and that may cause substantial injury or illness under reasonably foreseeable conditions of handling or use, including reasonably foreseeable ingestion by children, are “hazardous substances.”",permissions,that may cause
§ 1500.232   ,Statement on animal testing policy.,The FHSA requires appropriate cautionary labeling on certain hazardous household products to alert consumers to the potential hazard(s) that the products may present.,permissions,products may present
§ 1500.232   ,Statement on animal testing policy.,"The weight-of-evidence analysis should incorporate any existing data on humans and animals, validated in vitro or in silico test results (valid tests are identified on the Commission's animal testing Web site at: http://www.cpsc.gov/library/animaltesting.html ), the substance's dermal toxicity, evidence of corrosivity/irritation of one or more structurally related substances or mixtures of such substances, data demonstrating low or high pH (≤2 or ≥11.5) of the substance, and any other relevant physicochemical properties that indicate the substance might be a dermal corrosive or irritant.",obligations,analysis should incorporate
§ 1500.232   ,Statement on animal testing policy.,"This analysis should incorporate any existing data on humans and animals, validated in vitro or in silico test data (identified on the Commission's animal testing Web site at: http://www.cpsc.gov/library/animaltesting.html ), the substance's dermal corrosivity/irritation (primary skin irritants and corrosives are also usually eye irritants and therefore do not need to be tested in the eye), evidence of ocular irritation of one or more structurally related substances or mixtures of such substances, data demonstrating high acidity or alkalinity of the substance, and any other relevant physicochemical properties that indicate the substance might be a dermal corrosive or irritant or ocular irritant.",obligations,analysis should incorporate
§ 1500.232   ,Statement on animal testing policy.,"(C) When any ocular irritancy testing on animals is conducted, including the method described in § 1500.42, the Commission recommends a threefold plan to reduce animal suffering: The use of preemptive pain management, including topical anesthetics and systemic analgesics that eliminate or reduce suffering that may occur as a result of the application process or from the test substance itself (an example of a typical preemptive pain treatment is two applications of tetracaine ophthalmic anesthetic, 10-15 minutes apart, prior to instilling the test material to the eye); post-treatment with systemic analgesics for pain relief; and implementation of humane endpoints, including scheduled observations, monitoring, and recording of clinical signs of distress and pain, and recording the nature, severity, and progression of eye injuries.",permissions,that may occur
§ 1500.232   ,Statement on animal testing policy.,"The weight-of-evidence analysis should incorporate any existing data on humans and animals, validated in vitro or in silico test results, and any relevant physicochemical properties that indicate the substance might be a dermal sensitizer.",obligations,analysis should incorporate
§ 1500.265   ,Imports; definitions.,"(b) The term area office director means the director of the area office of the Consumer Product Safety Commission having jurisdiction over the port of entry through which a hazardous substance is imported or offered for import, or such officer of the area office as he may designate to act in his behalf in administering and enforcing the provisions of section 14 of the act.",permissions,he may designate
§ 1500.266   ,Notice of sampling.,"When a sample of a hazardous substance offered for import has been requested by the director of the area office, the collector of customs having jurisdiction over the hazardous substance shall give to the owner or consignee prompt notice of delivery of, or intention to deliver, such sample.",obligations,substance shall give
§ 1500.266   ,Notice of sampling.,"Upon receipt of the notice, the owner or consignee shall hold such hazardous substance and not distribute it until further notice from the area office director or the collector of customs of the results of examination of the sample.",obligations,consignee shall hold
§ 1500.268   ,Hearing.,"(a) If it appears that the hazardous substance may be subject to refusal of admission, the area office director shall give the owner or consignee a written notice to that effect, stating the reasons therefor.",obligations,director shall give
§ 1500.268   ,Hearing.,The notice shall specify a place and a period of time during which the owner or consignee shall have an opportunity to introduce testimony.,obligations,consignee shall have
§ 1500.268   ,Hearing.,"(b) If such owner or consignee submits or indicates his intention to submit an application for authorization to relabel or perform other action to bring the hazardous substance into compliance with the act, such testimony shall include evidence in support of such application.",obligations,testimony shall include
§ 1500.268   ,Hearing.,"If such application is not submitted at or prior to the hearing, the area office director shall specify a time limit, reasonable in the light of the circumstances, for filing such application.",obligations,director shall specify
§ 1500.270   ,Granting of authorization.,"(a) When authorization contemplated by § 1500.269 is granted, the area office director shall notify the applicant in writing, specifying: (1) The procedure to be followed: (2) That the operations are to be carried out under the supervision of an officer of the Consumer Product Safety Commission or the Bureau of Customs, as the case may be; (3) A time limit, reasonable in the light of the circumstances, for completion of the operations; and (4) Such other conditions as are necessary to maintain adequate supervision and control over the article.",obligations,director shall notify
§ 1500.270   ,Granting of authorization.,"(b) Upon receipt of a written request for extension of time to complete such operations, containing reasonable grounds therefor, the area office director may grant such additional time as he deems necessary.",permissions,director may grant
§ 1500.270   ,Granting of authorization.,Any authorization granted under this section shall supersede and nullify any previously granted authorization with respect to the article.,obligations,section shall supersede
§ 1500.271   ,Bonds.,"(b) The collector of customs may cancel the liability for liquidated damages incurred under the above-mentioned provisions of such a bond, if he receives an application for relief therefrom, upon the payment of a lesser amount or upon such other terms and conditions as shall be deemed appropriate under the law and in view of the circumstances, but the collector shall not act under this regulation in any case unless the area office director is in full agreement with the action.",prohibitions,collector shall not act
§ 1500.272   ,Costs chargeable in connection with relabeling and reconditioning inadmissible imports.,"The cost of such supervision shall include, but not be restricted to, the following: (a) Travel expenses of the supervising officer.",obligations,supervision shall include
§ 1500.272   ,Costs chargeable in connection with relabeling and reconditioning inadmissible imports.,"(d) Services of the analyst, to be calculated at the rate of a GS 12, step 1 employee (which shall include the use of the chemical laboratories and equipment of the Consumer Product Safety Commission).",obligations,which shall include
§ 1501.2   ,Scope.,"In addition, it does not apply to all articles to which children under 3 years of age might have access simply because of presence in a household.",permissions,age might have
§ 1502.5   ,"Initiation of a hearing involving the issuance, amendment, or revocation of a regulation.","(b) On or before the 30th day after the date of publication of a final regulation in the Federal Register, a person may file written objections, with or without a request for a hearing, with the Commission.",permissions,person may file
§ 1502.6   ,Filing objections and requests for a hearing on a regulation.,"(c) If another person objects to a regulation issued in response to a petition, the petitioner may submit a written reply to the Office of the Secretary on or before the 15th day after the last day for filing objections.",permissions,petitioner may submit
§ 1502.10   ,Denial of hearing in whole or in part.,A person who requested and was denied a hearing may submit a petition for reconsideration or a petition for stay of the Commission's action.,permissions,hearing may submit
§ 1502.10   ,Denial of hearing in whole or in part.,A person who wishes to rely upon information or views not included in the administrative record shall submit them to the Commission with a petition to modify the final regulation.,obligations,record shall submit
§ 1502.10   ,Denial of hearing in whole or in part.,"(1) Before requesting a court for a stay of the Commission's action pending judicial review, a person shall first submit a petition to the Commission for a stay of action.",obligations,person shall first submit
§ 1502.11   ,Judicial review after waiver of hearing on a regulation.,"(c) If the Commission rules adversely on a person's objection, the person may petition for judicial review in a U.S. court of appeals under the appropriate statute.",permissions,person may petition
§ 1502.12   ,Request for alternative form of hearing.,(a) A person with a right to request a formal hearing may waive that right and request a hearing before the Commission under 16 CFR part 1052.,permissions,hearing may waive
§ 1502.13   ,Notice of hearing; stay of action.,The prehearing conference may not commence until after the time expires for filing the notice of participation required by § 1502.16(a).,dispensations,conference may not commence
§ 1502.13   ,Notice of hearing; stay of action.,(9) The time within which participants should submit written information and views under § 1502.25(b).,obligations,participants should submit
§ 1502.13   ,Notice of hearing; stay of action.,A participant may obtain interlocutory review by the Commission of a decision by the presiding officer to revise the issues to include an issue on which the Commission has not granted a hearing or to eliminate an issue on which a hearing has been granted.,permissions,participant may obtain
§ 1502.14   ,Effective date of a regulation when no objections are filed.,The Federal Register document confirming the effective date of the regulation may extend the time for compliance with the regulation.,permissions,regulation may extend
§ 1502.15   ,Appearance.,"(a) A person who has filed a notice of participation under § 1502.16 may appear in person or by counsel or other representative in any hearing and, subject to § 1502.27, may be heard concerning all relevant issues.",permissions,1502.16 may appear
§ 1502.15   ,Appearance.,(b) The presiding officer may strike a person's appearance for violation of the requirements regarding conduct in § 1502.28.,permissions,officer may strike
§ 1502.16   ,Notice of participation.,(c) No person may participate in a hearing who has not filed a written notice of participation or whose participation has been stricken under paragraph (e) of this section.,permissions,person may participate
§ 1502.16   ,Notice of participation.,The presiding officer may permit the late filing of a notice of participation upon a showing of good cause.,permissions,officer may permit
§ 1502.16   ,Notice of participation.,"(e) The presiding officer may strike the participation of a person for nonparticipation in the hearing or for failure to comply with any requirement of this subpart, e.g., disclosure of information as required by § 1502.25 or the prehearing order issued under § 1502.30.",permissions,officer may strike
§ 1502.17   ,Advice on public participation in hearings.,"(d) Participants in a hearing may communicate with the attorneys responsible for representing the staff, in the same way that they may communicate with counsel for any other party in interest about the presentation of matters at the hearing.",permissions,they may communicate
§ 1502.17   ,Advice on public participation in hearings.,(1) An interested person may meet or correspond with any CPSC representative concerning a matter prior to publication of a notice announcing a formal evidentiary public hearing on the matter.,permissions,person may meet
§ 1502.17   ,Advice on public participation in hearings.,These representatives of the staff may not participate or advise in any decision except as witnesses or counsel in public proceedings.,dispensations,staff may not participate
§ 1502.17   ,Advice on public participation in hearings.,The members of the Office of the General Counsel designated to advise the staff may not participate or advise in any decision of the Commission except as counsel in public proceedings.,dispensations,staff may not participate
§ 1502.17   ,Advice on public participation in hearings.,(B) A participant in the hearing may submit a written communication concerning a proposal for settlement to the presiding officer with a request that it be transmitted to the Commission.,permissions,hearing may submit
§ 1502.20   ,Authority of presiding officer.,"The presiding officer has all powers necessary to conduct a fair, expeditious, and orderly hearing, including the power to— (a) Specify and change the date, time, and place of oral hearings and conferences; (b) Establish the procedures for use in developing evidentiary facts, including the procedures in § 1502.30(b) and to rule on the need for oral testimony and cross-examination under § 1502.26(b); (c) Prepare statements of the areas of factual disagreement among the participants; (d) Hold conferences to settle, simplify, or determine the issues in a hearing or to consider other matters that may expedite the hearing; (e) Administer oaths and affirmations; (f) Control the course of the hearing and the conduct of the participants;",permissions,that may expedite
§ 1502.21   ,Disqualification of presiding officer.,(a) A participant may request the presiding officer to disqualify himself/herself and withdraw from the proceeding.,permissions,participant may request
§ 1502.22   ,Unavailability of presiding officer.,"The substitution will not affect the hearing, except as the new presiding officer may order.",permissions,officer may order
§ 1502.23   ,Filing and service of submissions.,The person making a submission shall serve copies of it on the other participants.,obligations,submission shall serve
§ 1502.24   ,"
                                Petition to participate 
                                ",(a) A participant who believes that compliance with the filing and service requirements of this section constitutes an unreasonable financial burden may submit to the Commission a petition to participate in forma pauperis.,permissions,burden may submit
§ 1502.24   ,"
                                Petition to participate 
                                ","Filing and service requirements for the petition are described in paragraph (c) of this section, whether or not the petition is granted; The petition must demonstrate that either: (1) The participant is indigent and a strong public interest justifies participation, or (2) The participant's participation is in the public interest because it can be considered of primary benefit to the general public.",obligations,petition must demonstrate
§ 1502.25   ,Disclosure of data and information to be relied on by the participants.,"(b) Within 60 days of the publication of the notice of hearing or, if no participant will be prejudiced, within another period of time set by the presiding officer, each participant shall submit to the Office of the Secretary all data and information specified in paragraph (a) (2) and (3) of this section and any objections that the administrative record filed under paragraph (a)(1) of this section is incomplete, and any documents in the participants' files containing factual information, whether favorable or unfavorable to the regulation issued by the Commission, which relates to the issues involved in the hearing.",obligations,participant shall submit
§ 1502.25   ,Disclosure of data and information to be relied on by the participants.,(e) Participants may reference each other's submissions.,permissions,Participants may reference
§ 1502.25   ,Disclosure of data and information to be relied on by the participants.,"If a particular document is bulky or in limited supply and cannot reasonably be reproduced, and it constitutes relevant evidence, the presiding officer may authorize submission of a reduced number of copies.",permissions,officer may authorize
§ 1502.26   ,Purpose; oral and written testimony; burden of proof.,"If the proceeding involves particular issues, each party may determine whether, and the extent to which, each wishes to present direct testimony orally or in writing.",permissions,party may determine
§ 1502.26   ,Purpose; oral and written testimony; burden of proof.,(3) Witnesses shall give testimony under oath.,obligations,Witnesses shall give
§ 1502.27   ,Participation of nonparties.,"(d) A nonparty participant will be permitted additional rights if the presiding officer concludes that the participant's interests would not be adequately protected otherwise or that broader participation is required for a full and true disclosure of the facts, but the rights of a nonparty participant may not exceed the rights of a party.",dispensations,participant may not exceed
§ 1502.28   ,Conduct at oral hearings or conferences.,"They may not indulge in personal attacks, unseemly wrangling, or intemperate accusations or characterizations.",dispensations,They may not indulge
§ 1502.28   ,Conduct at oral hearings or conferences.,"Disrespectful, disorderly, or contumacious language or conduct, refusal to comply with directions, use of dilatory tactics, or refusal to adhere to reasonable standards of orderly and ethical conduct during any hearing shall constitute grounds for immediate exclusion from the proceeding by the presiding officer.",obligations,hearing shall constitute
§ 1502.30   ,Prehearing conference procedure.,"Participants should cooperate with each other, and should request information and begin preparation of testimony at the earliest possible time.",obligations,Participants should cooperate
§ 1502.30   ,Prehearing conference procedure.,"(2) Participants shall bring to the prehearing conference the following specific information, which will be filed with the Office of the Secretary under § 1502.23: (i)",obligations,Participants shall bring
§ 1502.30   ,Prehearing conference procedure.,"The presiding officer may hold conferences off the record in an effort to reach agreement on disputed factual questions, subject to the ex parte limitations in § 1502.17(f).",permissions,officer may hold
§ 1502.30   ,Prehearing conference procedure.,"The presiding officer may consider, but is not limited to, the following techniques.",permissions,officer may consider
§ 1502.30   ,Prehearing conference procedure.,(6) To take other action that may expedite the hearing.,permissions,that may expedite
§ 1502.30   ,Prehearing conference procedure.,"(c) The presiding officer shall issue, orally or in writing, a prehearing order reciting the actions taken at the prehearing conference and setting forth the schedule for the hearing.",obligations,officer shall issue
§ 1502.31   ,Summary decisions.,"(a) After the hearing commences, a participant may move, with or without supporting affidavits, for a summary decision on any issue in the hearing.",permissions,participant may move
§ 1502.31   ,Summary decisions.,The presiding officer may set the matter for argument and call for the submission of briefs.,permissions,officer may set
§ 1502.31   ,Summary decisions.,(c) Affidavits should set forth facts that would be admissible in evidence and show affirmatively that the affiant is competent to testify to the matters stated.,obligations,Affidavits should set
§ 1502.31   ,Summary decisions.,"When a properly supported motion for summary decision is made, a participant opposing the motion may not rest upon mere allegations or denials or general descriptions of positions and contentions; affidavits or other responses must set forth specific facts showing that there is a genuine issue of fact for the hearing.",obligations,responses must set
§ 1502.31   ,Summary decisions.,"(d) Should it appear from the affidavits of a participant opposing the motion that for sound reasons stated, facts essential to justify the opposition cannot be presented by affidavit, the presiding officer may deny the motion for summary decision, allow additional time to permit affidavits or additional evidence to be obtained, or issue other just order.",permissions,officer may deny
§ 1502.31   ,Summary decisions.,(f) A participant submitting or opposing a motion for summary decision may obtain interlocutory review by the Commission of a summary decision of the presiding officer.,permissions,decision may obtain
§ 1502.32   ,Receipt of evidence.,(1) The presiding officer may exclude written evidence as inadmissible only if— (i),permissions,officer may exclude
§ 1502.32   ,Receipt of evidence.,(1) The presiding officer may exclude oral evidence as inadmissible only if— (i),permissions,officer may exclude
§ 1502.32   ,Receipt of evidence.,"(2) If oral evidence is excluded as inadmissible, the participant may take written exception to the ruling in a brief to the Commission, without taking oral exception at the hearing.",permissions,participant may take
§ 1502.32   ,Receipt of evidence.,"(e) The presiding officer may schedule conferences as needed to monitor the progress of the hearing, narrow and simplify the issues, and consider and rule on motions, requests, and other matters concerning the development of the evidence.",permissions,officer may schedule
§ 1502.32   ,Receipt of evidence.,The presiding officer shall exclude irrelevant or repetitious written questions and limit oral cross-examination to prevent irrelevant or repetitious examination.,obligations,officer shall exclude
§ 1502.32   ,Receipt of evidence.,(g) The presiding officer shall order the proceedings closed for the taking of oral testimony relating only to trade secrets and privileged or confidential commercial or financial information.,obligations,officer shall order
§ 1502.34   ,Briefs and arguments.,"Briefs must include a statement of position on each issue, with specific and complete citations to the evidence and points of law relied on.",obligations,Briefs must include
§ 1502.34   ,Briefs and arguments.,Briefs must contain proposed findings of fact and conclusions of law.,obligations,Briefs must contain
§ 1502.34   ,Briefs and arguments.,"(c) Briefs and oral argument shall refrain from disclosing specific details of written and oral testimony and documents relating to trade secrets and privileged or confidential commercial or financial information, except as specifically authorized in a protective order issued by the presiding officer.",obligations,argument shall refrain
§ 1502.35   ,Interlocutory appeal from ruling of presiding officer.,"(c) When an interlocutory appeal is made to the Commission, a participant may file a brief with the Commission only if such is specifically authorized by the presiding officer or the Commission, and, if such authorization is granted, within the period the Commission directs.",permissions,participant may file
§ 1502.35   ,Interlocutory appeal from ruling of presiding officer.,"If a participant is authorized to file a brief, any other participant may file a brief in opposition, within the period the Commission directs.",permissions,participant may file
§ 1502.36   ,Official transcript.,The presiding officer shall promptly order justified corrections.,obligations,officer shall promptly order
§ 1502.37   ,Motions.,The presiding officer shall rule upon the motion and may certify that ruling to the Commission for interlocutory review.,obligations,officer shall rule
§ 1502.38   ,Administrative record of a hearing.,(c) The presiding officer may reopen the record to receive further evidence at any time before the filing of the initial decision.,permissions,officer may reopen
§ 1502.40   ,Initial decision.,(a) The presiding officer shall prepare and file an initial decision as soon as practicable after the filing of briefs and oral argument.,obligations,officer shall prepare
§ 1502.40   ,Initial decision.,"(b) The initial decision shall contain— (1) Findings of fact based upon relevant, material, and reliable evidence of record; (2) Conclusions of law; (3) A discussion of the reasons for the findings and conclusions, including a discussion of the significant contentions made by any participant; (4) Citations to the record supporting the findings and conclusions; (5) An appropriate regulation supported by substantial evidence of record and based upon the findings of fact and conclusions of law (unless the initial decision is to not issue a regulation); (6) An effective date for the regulation (if any), together with an explanation of why the effective date is appropriate; and (7) The periods of time for filing exceptions to the initial decision with the Office of the Secretary and for filing replies to such exceptions, in accordance with § 1502.41(a)-(c).",obligations,decision shall contain
§ 1502.40   ,Initial decision.,"The initial decision must refrain from disclosing specific details of trade secrets and privileged or confidential commercial or financial information, except as specifically authorized in a protective order issued by the presiding officer.",obligations,decision must refrain
§ 1502.41   ,Appeal from or review of initial decision.,"(a) A participant may appeal an initial decision to the Commission by filing exceptions with the Office of the Secretary, and serving them on the other participants within the period specified in the initial decision.",permissions,participant may appeal
§ 1502.41   ,Appeal from or review of initial decision.,"(b) Exceptions must specifically identify alleged errors in the findings of fact or conclusions of law in the initial decision, and provide supporting citations to the record.",obligations,Exceptions must specifically identify
§ 1502.41   ,Appeal from or review of initial decision.,"The period may not exceed 30 days after the end of the period (including any extensions) for filing exceptions, unless extended by the Commission under paragraph (d) of this section.",dispensations,period may not exceed
§ 1502.43   ,Reconsideration and stay of Commission's action.,"Following notice or publication of the final decision, a participant may petition the Commission for reconsideration of any part or all of the decision or may petition for a stay of the decision.",permissions,participant may petition
§ 1502.44   ,Review by the courts.,(a) The Commission's final decision constitutes final agency action from which a participant may petition for judicial review under the statutes governing the matter involved.,permissions,participant may petition
§ 1502.44   ,Review by the courts.,"Before requesting an order from a court for a stay of the Commission's action pending judicial review, a participant shall first submit a petition for a stay of action under § 1502.43.",obligations,participant shall first submit
§ 1505.3   ,Labeling.,"The instructions shall describe the applicable installation, assembly, use, cleaning, maintenance (including lubrication), and other functions as appropriate.",obligations,instructions shall describe
§ 1505.3   ,Labeling.,The instructions shall also contain a statement addressed to parents recommending that the toy be periodically examined for potential hazards and that any potentially hazardous parts be repaired or replaced.,obligations,instructions shall also contain
§ 1505.3   ,Labeling.,"(4) If a toy is produced or assembled at more than one establishment, the toy and its shelf pack or package shall have a distinctive mark (which may be in code) identifying the toy as the product of a particular establishment.",obligations,package shall have
§ 1505.3   ,Labeling.,"(4) The alternating current rating shall include the frequency or frequency range requirement, if necessary because of a special component.",obligations,rating shall include
§ 1505.3   ,Labeling.,"All markings on the toy and labeling of the shelf pack or package required by paragraph (b) of this section shall contrast sharply with the background (whether by color, projection, or indentation) and shall be readily visible and legible.",obligations,section shall contrast
§ 1505.3   ,Labeling.,"Such markings and labeling shall appear in lettering of a height not less than that specified in paragraph (d)(2) of this section, except that those words shown in capital letters in paragraph (e) of this section shall appear in capital lettering of a height not less than twice that specified in paragraph (d)(2) of this section.",obligations,section shall appear
§ 1505.3   ,Labeling.,Electrically operated toys shall bear the statement: “CAUTION—ELECTRIC TOY.”,obligations,toys shall bear
§ 1505.3   ,Labeling.,"The instruction booklet or sheet accompanying such toys shall bear on the front page thereof (in the type size specified in § 1500.121), as a preface to any written matter contained therein, and the shelf pack or package of such toys shall bear in the upper right hand quarter of the principal display panel, the statement: “CAUTION—ELECTRIC TOY: Not recommended for children under __ years of age.",obligations,toys shall bear
§ 1505.3   ,Labeling.,Such toys shall bear the statement: “WARNING—Shock Hazard.,obligations,toys shall bear
§ 1505.4   ,Manufacturing requirements.,"(3) The manufacturer or importer shall keep and maintain for 3 years after production or importation of each lot of toys (i) the material and production specifications and the description of the quality assurance program required by paragraph (a)(2) of this section, (ii) the results of all inspections and tests conducted, and (iii) records of sale and distribution.",obligations,importer shall keep
§ 1505.4   ,Manufacturing requirements.,"The manufacturer or importer shall permit such officer or employee to inspect and copy such records, to make such inventories of stock as he deems necessary, and to otherwise verify the accuracy of such records.",obligations,importer shall permit
§ 1505.4   ,Manufacturing requirements.,Each component of a toy shall comply with the requirements set forth in this part.,obligations,toy shall comply
